id,value,feed_id,created_at,lat,lon,ele
0F6BVVQVR7S7GC9C33YNQRGVX9,0.000000,2409715,2022-12-16 02:31:47 UTC,0.0,0.0,0.0
0F6BVVSF8N0K2RRESM03AZ871A,0.000000,2409715,2022-12-16 02:31:52 UTC,0.0,0.0,0.0
0F6BVVV2R4D32VKFGH3P9ED57A,0.000000,2409715,2022-12-16 02:31:57 UTC,0.0,0.0,0.0
0F6BVVWPCMS0BDJK6RN6AYTY2P,0.000000,2409715,2022-12-16 02:32:02 UTC,0.0,0.0,0.0
0F6BVVY9XEEDB1VMEREG0KY48E,0.000000,2409715,2022-12-16 02:32:08 UTC,0.0,0.0,0.0
0F6BVVZXC28MHM41TE2MAR4G36,0.000000,2409715,2022-12-16 02:32:13 UTC,0.0,0.0,0.0
0F6BVW1H1C40WWYC0653RSCS4Y,0.000000,2409715,2022-12-16 02:32:18 UTC,0.0,0.0,0.0
0F6BVW34JNRHSGXT8GQWF2ZYZR,0.000000,2409715,2022-12-16 02:32:23 UTC,0.0,0.0,0.0
0F6BVXR1MMKHJQ1W7HCPS6PBCR,2.500000,2409715,2022-12-16 02:35:17 UTC,0.0,0.0,0.0
0F6BVXSP96JC6YQJTJCSQH8EFR,2.600000,2409715,2022-12-16 02:35:22 UTC,0.0,0.0,0.0
0F6BVXVB124DRY21EV6SXDBX3Q,2.400000,2409715,2022-12-16 02:35:28 UTC,0.0,0.0,0.0
0F6BVXWXCRD1DKQG3XNZ3TKHJF,2.400000,2409715,2022-12-16 02:35:33 UTC,0.0,0.0,0.0
0F6BVXYJ95ZAS9Q4WW5WF8WWFE,2.400000,2409715,2022-12-16 02:35:38 UTC,0.0,0.0,0.0
0F6BVY03N8QCMESFWCSVT2J6CZ,2.600000,2409715,2022-12-16 02:35:43 UTC,0.0,0.0,0.0
0F6BVY1Q8WEC1KHFCW1WG16CCG,2.600000,2409715,2022-12-16 02:35:49 UTC,0.0,0.0,0.0
0F6BVY3AQ3RTJ2SRHR40MZ84WP,2.400000,2409715,2022-12-16 02:35:54 UTC,0.0,0.0,0.0
0F6BVY4YCQXRHWVM39JA7YPE64,2.600000,2409715,2022-12-16 02:35:59 UTC,0.0,0.0,0.0
0F6BVY6HY8T4EJ77Z2F7HGHR1N,2.600000,2409715,2022-12-16 02:36:04 UTC,0.0,0.0,0.0
0F6BVY85N5Z85VC9Y7Y6ZFG24J,2.500000,2409715,2022-12-16 02:36:10 UTC,0.0,0.0,0.0
0F6BVY9Y25P0XT5H0XD4HH8JDJ,2.300000,2409715,2022-12-16 02:36:15 UTC,0.0,0.0,0.0
0F6BVYBHKQ4ZVSK9X72YB25W3T,2.900000,2409715,2022-12-16 02:36:21 UTC,0.0,0.0,0.0
0F6BVYD59WJEPEH307HNEK9E6C,3.100000,2409715,2022-12-16 02:36:26 UTC,0.0,0.0,0.0
0F6BVYERRBXNF4GVEPYBGWTKN0,3.700000,2409715,2022-12-16 02:36:31 UTC,0.0,0.0,0.0
0F6BVYGC8R6W5WK0WZACYBHGXG,3.700000,2409715,2022-12-16 02:36:37 UTC,0.0,0.0,0.0
0F6BVYHZVY8YX8JN12JF3Y25SE,3.600000,2409715,2022-12-16 02:36:42 UTC,0.0,0.0,0.0
0F6BVYKKR4YRYF3XBWVEB74PAF,3.500000,2409715,2022-12-16 02:36:47 UTC,0.0,0.0,0.0
0F6BVYN7487A9TB9P6XBEX8DDC,3.500000,2409715,2022-12-16 02:36:52 UTC,0.0,0.0,0.0
0F6BVYPTQH56SS40BFMXDXE1D5,3.100000,2409715,2022-12-16 02:36:58 UTC,0.0,0.0,0.0
0F6BVYRE9G3BTM6S09GK9NKS3F,2.600000,2409715,2022-12-16 02:37:03 UTC,0.0,0.0,0.0
0F6BVYT1V9RB9Y4PM31N47DWW3,2.900000,2409715,2022-12-16 02:37:08 UTC,0.0,0.0,0.0
0F6BVYVNA6WQYDVT94DWSC9EZF,2.800000,2409715,2022-12-16 02:37:14 UTC,0.0,0.0,0.0
0F6BVYYBHM8JJ1QGPBYX08S402,3.100000,2409715,2022-12-16 02:37:22 UTC,0.0,0.0,0.0
0F6BVYZZ88HW15FF84R5747WTW,3.100000,2409715,2022-12-16 02:37:28 UTC,0.0,0.0,0.0
0F6BVZ1JNDG9DS1ZT1P108SFJ1,3.100000,2409715,2022-12-16 02:37:33 UTC,0.0,0.0,0.0
0F6BVZ36ATVKXCTXDYRZC2A9FD,3.000000,2409715,2022-12-16 02:37:38 UTC,0.0,0.0,0.0
0F6BVZ4SXTXJASG8TYCTH9MVVH,3.200000,2409715,2022-12-16 02:37:44 UTC,0.0,0.0,0.0
0F6BVZ6E8NVXG30CF5XX0CE26M,2.700000,2409715,2022-12-16 02:37:49 UTC,0.0,0.0,0.0
0F6BVZ814ZXWXWPCW6WAHHVP19,3.100000,2409715,2022-12-16 02:37:54 UTC,0.0,0.0,0.0
0F6BVZ9MQ0HZP45KV9VR6BMEVZ,3.300000,2409715,2022-12-16 02:37:59 UTC,0.0,0.0,0.0
0F6BVZB8HN0JQN2V32VT8AEBJH,3.200000,2409715,2022-12-16 02:38:05 UTC,0.0,0.0,0.0
0F6BVZCW1VWGAZPY2MWFKSBYBR,3.500000,2409715,2022-12-16 02:38:10 UTC,0.0,0.0,0.0
0F6BVZEFCH8SZHJBG7CWYWND0W,3.600000,2409715,2022-12-16 02:38:15 UTC,0.0,0.0,0.0
0F6BVZG7K3Q3B6R6MN8H1DPV67,3.700000,2409715,2022-12-16 02:38:21 UTC,0.0,0.0,0.0
0F6BVZHV93CMAH1VY8QSQP2BVX,3.500000,2409715,2022-12-16 02:38:26 UTC,0.0,0.0,0.0
0F6BVZKEYKJ5JDWM188MTZTHCH,3.800000,2409715,2022-12-16 02:38:32 UTC,0.0,0.0,0.0
0F6BVZN2JT64WWCHTYZH41BBCS,3.900000,2409715,2022-12-16 02:38:37 UTC,0.0,0.0,0.0
0F6BVZPP2FVDQPY2FMAEQ9Z9EM,4.100000,2409715,2022-12-16 02:38:42 UTC,0.0,0.0,0.0
